Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,150.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Machine Operators,150.0,Yes,No,No,Yes,Male,No,20,No,0,6,8,5,12.857142857142858,0,0,6,11,6,12.3,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,3,Advertising and Marketing Management,Daytime,Secondary education,121.0,Portuguese,Degree,Basic Ed 3rd Cycle,Intellectual/Scientific,Machine Operators,122.4,Yes,No,No,Yes,Male,No,19,No,0,5,7,3,11.666666666666666,0,0,5,5,4,12.0,0,9.4,-0.8,-3.12,Enrolled
Single,Change of institution/course,1,Informatics Engineering,Daytime,Secondary education,140.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Administrative staff,150.0,No,No,No,Yes,Male,No,23,No,0,5,7,2,13.0,0,0,5,11,1,10.0,0,8.9,1.4,3.51,Dropout
Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,135.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative staff,Technicians,135.0,Yes,No,No,Yes,Male,No,20,No,0,6,8,6,11.833333333333334,0,0,6,9,5,10.4,0,7.6,2.6,0.32,Enrolled
Single,Change of course,4,Social Service (evening attendance),Evening,Secondary education,116.0,Portuguese,Unknown,Unknown,Student,Student,116.2,No,No,No,Yes,Male,No,21,No,9,11,11,11,12.454545454545457,0,3,11,17,8,12.75,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,2,Informatics Engineering,Daytime,Secondary education,120.0,Portuguese,11th Yr Not Completed,Other - 11th Yr,Unskilled Workers,Unskilled Workers,120.4,Yes,No,No,Yes,Male,No,20,No,0,5,6,3,11.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
Married,2nd phase - general contingent,5,Informatics Engineering,Daytime,Secondary education,126.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Administrative staff,Administrative staff,122.9,Yes,No,No,Yes,Male,No,21,No,0,5,10,4,13.2,0,0,5,7,4,14.25,2,7.6,2.6,0.32,Enrolled
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,170.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Unskilled Workers,Industry/Construction,155.0,No,No,No,Yes,Male,Yes,18,No,0,6,6,6,15.5,0,0,6,6,6,14.166666666666666,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,3,Tourism,Daytime,Secondary education,123.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Technicians,123.4,Yes,No,No,Yes,Male,No,18,No,0,6,8,6,12.333333333333334,0,0,6,6,6,13.666666666666666,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,120.0,Portuguese,Degree,Basic Ed 2nd Cycle,Technicians,Industry/Construction,124.2,Yes,No,No,Yes,Male,No,18,No,0,5,13,5,12.0,0,0,5,9,4,11.4,0,13.9,-0.3,0.79,Enrolled
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,130.0,Portuguese,Degree,Degree,Industry/Construction,Legislative/Executive/Directors,130.0,Yes,No,No,Yes,Male,No,20,No,0,6,12,4,11.6,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Enrolled
Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Administrative staff,Unskilled Workers,126.2,No,No,No,Yes,Male,Yes,18,No,0,6,7,6,11.333333333333334,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate
Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,117.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Student,Administrative staff,120.5,Yes,No,No,Yes,Male,No,19,No,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,131.0,Portuguese,12th Yr Schooling or Eq.,Degree,Unskilled Workers,Armed Forces,123.7,Yes,No,No,Yes,Male,No,20,No,0,5,7,4,12.0,0,0,5,8,2,12.5,0,10.8,1.4,1.74,Enrolled
Single,2nd phase - general contingent,1,Equinculture,Daytime,Secondary education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Administrative staff,Industry/Construction,122.5,No,No,No,Yes,Male,No,19,No,0,5,11,4,12.0,1,0,5,9,5,12.6,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,133.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Services/Security/Sellers,139.2,Yes,No,Yes,Yes,Male,No,33,No,0,5,11,2,12.5,0,0,5,9,2,11.5,1,12.7,3.7,-1.7,Dropout
Single,Change of institution/course,1,Animation and Multimedia Design,Daytime,Secondary education,128.0,Portuguese,Bachelor's Degree,12th Yr Schooling or Eq.,Technicians,Technicians,131.2,Yes,No,No,Yes,Male,No,21,No,6,12,12,12,13.666666666666666,0,4,11,16,11,13.0,0,8.9,1.4,3.51,Graduate
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Administrative staff,120.0,No,No,Yes,No,Male,No,25,No,0,6,17,2,14.5,2,0,6,13,0,0.0,1,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,123.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Unskilled Workers,116.7,Yes,No,No,Yes,Male,Yes,20,No,0,6,10,4,13.2,0,0,6,8,0,0.0,0,12.4,0.5,1.79,Dropout
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,150.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Unskilled Workers,Administrative staff,150.0,Yes,No,No,Yes,Male,Yes,22,No,1,7,11,5,12.166666666666666,0,4,8,14,5,14.8,0,8.9,1.4,3.51,Dropout
Divorced,Over 23 years old,1,Journalism and Communication,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Legislative/Executive/Directors,117.5,No,No,No,Yes,Female,No,39,No,0,6,10,4,11.25,0,0,6,6,6,11.333333333333334,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,140.0,Portuguese,Degree,12th Yr Schooling or Eq.,Intellectual/Scientific,Farmers/Fishers,137.6,Yes,No,No,Yes,Male,Yes,21,No,0,6,8,6,15.166666666666666,0,0,6,7,6,14.428571428571429,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,126.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Unskilled Workers,Unskilled Workers,124.3,No,No,No,Yes,Female,Yes,19,No,0,6,8,6,11.166666666666666,0,0,6,7,4,13.4,0,16.2,0.3,-0.92,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Industry/Construction,116.0,No,No,No,Yes,Female,Yes,26,No,0,7,8,6,10.983333333333334,0,0,7,8,6,10.983333333333334,0,7.6,2.6,0.32,Graduate
Single,3rd phase - general contingent,2,Social Service,Daytime,Secondary education,121.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Administrative staff,Technicians,121.4,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,4,10.75,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Graduate
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,140.0,Portuguese,12th Yr Schooling or Eq.,Degree,Administrative staff,Intellectual/Scientific,142.8,Yes,No,No,No,Female,Yes,20,No,7,12,15,11,13.384615384615383,0,4,9,13,7,14.285714285714286,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,12th Yr Schooling or Eq.,Basic Ed 1st Cycle,Administrative staff,Unskilled Workers,96.0,Yes,No,No,Yes,Female,Yes,25,No,0,6,8,6,11.285714285714286,0,0,6,10,5,12.2,0,15.5,2.8,-4.06,Enrolled
Single,Change of course,1,Social Service (evening attendance),Evening,Secondary education,131.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Machine Operators,Services/Security/Sellers,125.0,No,No,No,Yes,Male,No,24,No,0,6,13,0,0.0,3,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,2nd phase - general contingent,6,Informatics Engineering,Daytime,Secondary education,124.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative staff,Student,126.1,Yes,No,No,Yes,Male,No,20,No,0,5,7,4,13.0,0,0,5,9,5,14.833333333333334,3,7.6,2.6,0.32,Graduate
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,155.8,No,No,No,Yes,Male,No,29,No,0,6,9,6,16.11111111111111,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,133.1,Portuguese,12th Yr Schooling or Eq.,Degree,Unskilled Workers,Unskilled Workers,116.0,No,No,No,Yes,Male,No,20,No,0,6,8,6,11.5,0,0,6,8,6,11.0,0,16.2,0.3,-0.92,Graduate
Single,Technological specialization diploma holders,1,Equinculture,Daytime,Technological specialization course,110.0,Portuguese,Degree,Master's,Intellectual/Scientific,Intellectual/Scientific,110.0,Yes,No,No,Yes,Male,No,20,No,0,6,15,4,10.75,0,0,6,12,2,10.5,0,13.9,-0.3,0.79,Dropout
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Services/Security/Sellers,Machine Operators,97.2,Yes,No,No,Yes,Male,Yes,24,No,0,6,10,4,11.6,0,0,6,8,5,13.0,0,11.1,0.6,2.02,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,12th Yr Schooling or Eq.,Degree,Intellectual/Scientific,Intellectual/Scientific,100.0,No,No,Yes,Yes,Male,No,24,No,0,7,21,0,0.0,3,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Holders of other higher courses,1,Informatics Engineering,Daytime,Higher education - degree (1st cycle),140.0,Portuguese,Degree,12th Yr Schooling or Eq.,Intellectual/Scientific,Services/Security/Sellers,140.0,No,No,No,Yes,Male,No,23,No,0,5,5,5,13.8,0,0,5,7,5,14.142857142857142,0,11.1,0.6,2.02,Graduate
Single,Change of course,1,Oral Hygiene,Daytime,Secondary education,130.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 1st Cycle,Services/Security/Sellers,Services/Security/Sellers,128.0,Yes,No,No,Yes,Male,No,20,No,0,7,8,7,13.585714285714284,0,0,8,8,8,14.6875,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,110.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Armed Forces,115.3,Yes,No,No,Yes,Male,No,19,No,0,6,8,6,13.857142857142858,0,0,6,8,5,13.0,0,15.5,2.8,-4.06,Graduate
Divorced,Over 23 years old,1,Agronomy,Daytime,Secondary education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Machine Operators,150.0,No,No,No,Yes,Male,No,28,No,0,6,12,5,12.0,0,0,6,10,6,12.333333333333334,0,11.1,0.6,2.02,Enrolled
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,160.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Administrative staff,Administrative staff,160.0,Yes,No,No,Yes,Male,Yes,20,No,0,6,9,6,13.444444444444445,0,0,6,9,5,12.6,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,138.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Technicians,Technicians,133.1,No,No,No,Yes,Male,No,18,No,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,126.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Other,Other,119.0,Yes,No,Yes,Yes,Male,No,20,No,0,6,10,1,12.0,1,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Services/Security/Sellers,Technicians,156.0,Yes,No,No,Yes,Male,No,33,No,0,5,5,5,14.2,0,0,5,6,5,13.833333333333334,0,10.8,1.4,1.74,Graduate
Married,Over 23 years old,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Cleaning workers,Drivers and mobile equipment operators,163.7,No,No,No,Yes,Female,No,35,No,0,7,11,5,13.34,0,0,7,9,5,10.84,0,12.4,0.5,1.79,Enrolled
Single,Over 23 years old,1,Nursing,Daytime,Higher education - degree (1st cycle),130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Industry/Construction,130.0,No,No,No,Yes,Female,No,27,No,3,8,12,7,12.457142857142856,0,3,8,12,7,12.457142857142856,0,12.7,3.7,-1.7,Enrolled
Single,2nd phase - general contingent,5,Journalism and Communication,Daytime,Secondary education,122.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Industry/Construction,Industry/Construction,123.1,Yes,No,No,No,Female,No,19,No,0,6,12,3,11.0,0,0,6,12,3,12.0,0,9.4,-0.8,-3.12,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,160.0,Brazilian,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,160.0,No,No,No,Yes,Female,Yes,31,Yes,0,5,13,4,10.5,0,0,5,10,4,10.5,0,15.5,2.8,-4.06,Enrolled
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,134.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Industry/Construction,Industry/Construction,136.1,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
Single,Change of course,1,Communication Design,Daytime,Secondary education,134.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Industry/Construction,Industry/Construction,132.7,Yes,No,No,Yes,Male,No,22,No,9,13,13,13,14.0,0,7,12,13,12,13.0,0,15.5,2.8,-4.06,Graduate
Single,Change of course,1,Nursing,Daytime,Secondary education,140.0,Moldova (Republic of),12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Farmers/Fishers,Farmers/Fishers,128.2,No,No,No,Yes,Female,No,39,Yes,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,127.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Machine Operators,126.7,Yes,No,No,No,Male,No,22,No,0,1,1,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Armed Forces,150.0,No,No,No,Yes,Male,No,47,No,0,5,8,4,10.0,0,0,5,8,4,12.5,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,143.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Unskilled Workers,156.3,Yes,No,No,Yes,Male,Yes,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
Single,Ordinance No. 854-B/99,1,Tourism,Daytime,Secondary education,115.0,Guinean,Degree,12th Yr Schooling or Eq.,Unskilled Workers,Unskilled Workers,116.1,Yes,No,No,Yes,Female,No,19,Yes,0,6,6,6,13.5,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,131.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,123.8,Yes,No,No,Yes,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,146.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Industry/Construction,153.0,Yes,No,No,Yes,Female,Yes,21,No,15,17,18,17,13.38888888888889,0,15,17,18,17,14.88888888888889,0,11.1,0.6,2.02,Graduate
Single,Holders of other higher courses,1,Nursing,Daytime,Higher education - doctorate,140.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Administrative staff,Legislative/Executive/Directors,140.0,Yes,No,No,No,Female,No,39,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,135.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Administrative staff,Legislative/Executive/Directors,131.9,Yes,No,No,Yes,Male,No,19,No,6,12,12,12,13.583333333333334,0,4,11,12,11,13.583333333333334,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,133.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Machine Operators,141.4,No,No,No,Yes,Male,Yes,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled
Single,Over 23 years old,1,Management,Daytime,Other - 11th year of schooling,133.1,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Unskilled Workers,Administrative staff,140.0,Yes,No,Yes,No,Male,No,24,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,115.0,Yes,No,No,Yes,Male,No,27,No,0,5,9,1,10.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,168.0,No,No,No,Yes,Male,No,29,No,0,5,5,5,15.2,0,0,5,5,5,15.2,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Administrative staff,101.3,Yes,No,No,Yes,Male,No,20,No,0,6,12,4,12.8,0,0,6,17,0,0.0,0,12.4,0.5,1.79,Dropout
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,125.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Industry/Construction,Administrative staff,122.6,No,No,No,Yes,Male,No,21,No,0,5,7,5,11.166666666666666,0,0,5,5,4,11.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,134.0,Portuguese,Degree,Bachelor's Degree,Intellectual/Scientific,Intellectual/Scientific,141.7,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,151.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Technicians,132.3,No,No,No,Yes,Male,No,19,No,0,8,9,7,12.828571428571427,0,0,8,9,7,12.828571428571427,0,12.7,3.7,-1.7,Graduate
Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,112.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Services/Security/Sellers,Legislative/Executive/Directors,111.7,No,No,Yes,No,Male,No,19,No,0,6,6,6,12.5,0,0,6,10,4,12.6,0,15.5,2.8,-4.06,Dropout
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,98.7,No,No,No,Yes,Male,Yes,28,No,0,5,12,3,10.0,0,0,5,10,3,12.4,0,12.4,0.5,1.79,Graduate
Single,International student (bachelor),1,Tourism,Daytime,Secondary education,140.0,Santomean,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Industry/Construction,140.0,Yes,No,No,No,Female,No,21,Yes,0,6,6,6,11.5,0,0,6,10,4,13.25,0,13.9,-0.3,0.79,Graduate
Single,Ordinance No. 854-B/99,1,Nursing,Daytime,Secondary education,140.0,Guinean,Degree,Degree,Intellectual/Scientific,Unskilled Workers,140.0,Yes,No,Yes,No,Female,No,23,Yes,0,8,11,7,11.328571428571427,0,0,8,11,7,11.328571428571427,0,12.7,3.7,-1.7,Dropout
Divorced,Over 23 years old,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Administrative staff,100.7,No,No,No,Yes,Female,No,39,No,0,6,15,2,13.0,2,0,6,13,3,13.0,1,15.5,2.8,-4.06,Enrolled
Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,143.0,Portuguese,Basic Ed 2nd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Services/Security/Sellers,133.8,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,13.033333333333331,0,0,7,7,6,13.033333333333331,0,7.6,2.6,0.32,Graduate
Married,International student (bachelor),1,Journalism and Communication,Daytime,Secondary education,133.1,Brazilian,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Farmers/Fishers,100.0,No,No,No,Yes,Female,No,59,Yes,0,6,8,6,12.166666666666666,0,0,6,7,4,11.75,0,11.1,0.6,2.02,Graduate
Single,Holders of other higher courses,1,Informatics Engineering,Daytime,Higher education - master's,180.0,Portuguese,Master's,Degree,Intellectual/Scientific,Industry/Construction,180.0,No,No,Yes,Yes,Male,No,30,No,0,5,6,4,14.5,0,0,5,10,3,16.2,0,13.9,-0.3,0.79,Enrolled
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,136.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,130.8,Yes,No,No,Yes,Female,No,18,No,0,5,7,5,14.4,1,0,5,5,5,13.6,0,12.7,3.7,-1.7,Graduate
Married,Technological specialization diploma holders,1,Management (evening attendance),Evening,Technological specialization course,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,140.0,No,No,No,Yes,Female,No,41,No,2,6,10,4,12.25,0,3,7,9,6,12.5,0,9.4,-0.8,-3.12,Enrolled
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Machine Operators,106.2,Yes,No,No,Yes,Female,No,27,No,0,7,14,0,0.0,0,0,7,14,0,0.0,0,11.1,0.6,2.02,Dropout
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,141.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Armed Forces,125.6,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,Graduate
